word	noun_nomn_score	best_parse	noun_nomn_parse
варва	0.200000	NOUN,inan,masc sing,gent	NOUN,inan,femn,Sgtm sing,nomn
венки	0.200000	NOUN,inan,masc plur,accs	NOUN,anim,femn plur,nomn
верха	0.200000	NOUN,inan,masc sing,gent	NOUN,inan,masc plur,nomn,Infr
ветки	0.200000	NOUN,inan,femn plur,accs	NOUN,inan,femn plur,nomn
воблы	0.200000	NOUN,anim,femn sing,gent	NOUN,anim,femn plur,nomn
возки	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
всплы	0.200000	ADJS,Qual plur	NOUN,inan,masc plur,nomn
вызва	0.200000	NOUN,anim,femn sing,nomn	NOUN,anim,femn sing,nomn
выпал	0.200000	VERB,perf,intr masc,sing,past,indc	NOUN,inan,masc sing,nomn
выплы	0.200000	ADJS,Qual plur	NOUN,inan,masc plur,nomn
вязки	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
гнома	0.200000	NOUN,anim,masc sing,gent	NOUN,inan,femn sing,nomn
графы	0.200000	NOUN,inan,masc plur,accs	NOUN,anim,masc plur,nomn
греба	0.200000	NOUN,inan,masc,Geox sing,gent	NOUN,inan,masc plur,nomn
грези	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
гуаши	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
гусли	0.200000	NOUN,inan,GNdr,Pltm plur,accs	NOUN,inan,GNdr,Pltm plur,nomn
давки	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
дамбы	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
девич	0.200000	NOUN,inan,masc,Sgtm,Fixd,Abbr sing,gent	NOUN,inan,masc,Sgtm,Fixd,Abbr sing,nomn
десны	0.200000	NOUN,inan,femn,Sgtm,Geox sing,gent	NOUN,inan,femn plur,nomn
дести	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
дзюдо	0.200000	NOUN,inan,neut,Sgtm,Fixd sing,datv	NOUN,inan,neut,Sgtm,Fixd sing,nomn
днища	0.200000	NOUN,inan,neut sing,gent	NOUN,inan,neut plur,nomn
донце	0.200000	NOUN,inan,masc,Sgtm,Geox sing,loct	NOUN,inan,neut sing,nomn
драни	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
древа	0.200000	NOUN,inan,neut sing,gent	NOUN,inan,neut plur,nomn
дубки	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
дудки	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
дуоли	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
дымки	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
желчи	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
жерди	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
жести	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
жусье	0.200000	NOUN,inan,neut sing,nomn,V-be	NOUN,inan,neut sing,nomn,V-be
жучки	0.200000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
залив	0.200000	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
залом	0.200000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
зауми	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
зелья	0.200000	NOUN,inan,neut sing,gent	NOUN,inan,neut plur,nomn
инока	0.200000	NOUN,anim,masc sing,gent	NOUN,anim,femn sing,nomn
иодат	0.200000	NOUN,inan,femn plur,gent	NOUN,inan,masc sing,nomn
искры	0.200000	NOUN,inan,femn plur,accs	NOUN,inan,femn plur,nomn
канны	0.200000	NOUN,inan,GNdr,Pltm,Geox plur,accs	NOUN,anim,femn plur,nomn
кассы	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
касты	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
кельи	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
клики	0.200000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
кнели	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
ковер	0.200000	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
койки	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
колеи	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
копие	0.200000	NOUN,anim,masc,Name sing,loct	NOUN,inan,neut sing,nomn
корды	0.200000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
ксерь	0.200000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
курьи	0.200000	ADJF,Poss plur,nomn	NOUN,inan,femn plur,nomn
кучки	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
кэфии	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
левый	0.200000	ADJF,Qual masc,sing,nomn	NOUN,anim,masc sing,nomn
ленок	0.200000	NOUN,anim,femn,Name plur,gent	NOUN,anim,masc sing,nomn
летки	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
лилии	0.200000	NOUN,inan,femn plur,nomn	NOUN,inan,femn plur,nomn
локти	0.200000	NOUN,inan,masc plur,accs	NOUN,inan,masc plur,nomn
лоции	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
мазут	0.200000	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
малик	0.200000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
мамон	0.200000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
манат	0.200000	NOUN,inan,masc plur,gent,Coun	NOUN,inan,masc sing,nomn
манны	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
мафии	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
миски	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
моген	0.200000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
мокор	0.200000	NOUN,inan,femn plur,gent	NOUN,inan,masc sing,nomn
морфы	0.200000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
мотки	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
мусье	0.200000	NOUN,inan,neut sing,nomn,V-be	NOUN,inan,neut sing,nomn,V-be
мушки	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
назва	0.200000	NOUN,anim,femn sing,nomn	NOUN,anim,femn sing,nomn
налог	0.200000	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
ненад	0.200000	NOUN,anim,femn plur,gent	NOUN,inan,masc sing,nomn
нимфы	0.200000	NOUN,anim,femn sing,gent	NOUN,anim,femn plur,nomn
нитки	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
нории	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
норки	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
ности	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
нубии	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
обмыв	0.200000	GRND,perf,tran past	NOUN,inan,masc sing,nomn
ограб	0.200000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
одури	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
олова	0.200000	NOUN,inan,neut sing,gent	NOUN,inan,neut plur,nomn
омеги	0.200000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
онучи	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
описи	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
орала	0.200000	NOUN,inan,neut sing,gent	NOUN,inan,neut plur,nomn
оргии	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
осыпи	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
отпор	0.200000	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
ощупи	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
парка	0.200000	NOUN,inan,masc sing,gent	NOUN,inan,femn sing,nomn
парок	0.200000	NOUN,inan,femn plur,gent	NOUN,inan,masc sing,nomn
пачки	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
пекла	0.200000	NOUN,inan,neut sing,gent	NOUN,inan,neut plur,nomn
переп	0.200000	NOUN,inan,femn plur,gent	NOUN,inan,masc sing,nomn
петли	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
печки	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
пинии	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
плави	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
плеши	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
покои	0.200000	NOUN,inan,GNdr,Pltm plur,accs	NOUN,inan,masc plur,nomn
покор	0.200000	NOUN,inan,femn plur,gent	NOUN,inan,masc sing,nomn
полив	0.200000	GRND,perf,tran past	NOUN,inan,masc sing,nomn
полун	0.200000	NOUN,inan,femn plur,gent	NOUN,inan,masc sing,nomn
попки	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
порты	0.200000	NOUN,inan,masc plur,accs	NOUN,inan,masc plur,nomn
порчи	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
пояса	0.200000	NOUN,inan,masc sing,gent	NOUN,inan,masc plur,nomn
пращи	0.200000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
прези	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
прихо	0.200000	NOUN,inan,neut sing,nomn	NOUN,inan,neut sing,nomn
прыти	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
пьяни	0.200000	NOUN,anim,femn sing,gent	NOUN,anim,femn plur,nomn
пясти	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
ралли	0.200000	NOUN,inan,neut,Fixd sing,nomn	NOUN,inan,neut,Fixd sing,nomn
рафии	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
регги	0.200000	NOUN,inan,masc,Fixd,Sgtm sing,gent	NOUN,inan,masc,Fixd,Sgtm sing,nomn
рельс	0.200000	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
рикши	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
розан	0.200000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
рупии	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
рынды	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
сауны	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
свечи	0.200000	NOUN,inan,femn plur,accs	NOUN,inan,femn plur,nomn
север	0.200000	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
селен	0.200000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
сивки	0.200000	NOUN,anim,femn sing,gent	NOUN,anim,femn plur,nomn
ситца	0.200000	NOUN,inan,masc sing,gent	NOUN,inan,neut plur,nomn
ситце	0.200000	NOUN,inan,masc sing,loct	NOUN,inan,neut sing,nomn
скобы	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
сливы	0.200000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
слизи	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
смеси	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
сметы	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
смуты	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
соски	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
сошки	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
спеси	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
стари	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
стати	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
сторы	0.200000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
строй	0.200000	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
судна	0.200000	ADJS,Qual femn,sing	NOUN,inan,neut plur,nomn
таксы	0.200000	NOUN,anim,femn sing,gent	NOUN,anim,femn plur,nomn
татры	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
толпы	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
тости	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
треки	0.200000	NOUN,inan,masc plur,accs	NOUN,inan,masc plur,nomn
трефы	0.200000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
устой	0.200000	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
утери	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
фалды	0.200000	NOUN,inan,femn plur,accs	NOUN,inan,femn plur,nomn
фации	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
физии	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
финки	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
флеши	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
фузии	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
хазар	0.200000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
хвори	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
хляби	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
ходок	0.200000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
хорей	0.200000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
христ	0.200000	ADJS,Qual masc,sing	NOUN,anim,masc sing,nomn
цыпки	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
чайка	0.200000	NOUN,anim,femn sing,nomn	NOUN,anim,femn sing,nomn
часок	0.200000	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
черви	0.200000	NOUN,inan,GNdr,Pltm plur,nomn	NOUN,inan,GNdr,Pltm plur,nomn
череп	0.200000	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
чушки	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
шатии	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
шашки	0.200000	NOUN,inan,femn plur,accs	NOUN,inan,femn plur,nomn
шишки	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
шкоды	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
шкуры	0.200000	NOUN,anim,femn sing,gent	NOUN,anim,femn plur,nomn
шляпы	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
шнеки	0.200000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
шпоны	0.200000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
шпоры	0.200000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
щелки	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
щипки	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
щучки	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
эпюры	0.200000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
эрика	0.200000	NOUN,anim,masc,Name sing,gent	NOUN,inan,femn,Sgtm sing,nomn
ябеды	0.200000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
гуком	0.200286	NOUN,inan,masc sing,ablt	NOUN,inan,masc sing,nomn
корот	0.200461	NOUN,inan,femn plur,gent	NOUN,anim,masc sing,nomn
оглян	0.200528	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
мыкол	0.200692	NOUN,anim,femn,Name plur,gent	NOUN,inan,masc sing,nomn
одина	0.201005	NOUN,anim,masc,Name sing,gent	NOUN,inan,femn sing,nomn
ялбот	0.201299	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
ладок	0.201342	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
мурок	0.201754	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
дюбар	0.201923	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
покол	0.201923	NOUN,anim,femn,Name plur,gent	NOUN,inan,masc sing,nomn
вскин	0.202381	NOUN,inan,masc,Slng sing,nomn	NOUN,inan,masc,Slng sing,nomn
плака	0.202703	NOUN,anim,masc sing,gent	NOUN,inan,femn,Sgtm sing,nomn
совес	0.203125	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
перен	0.204545	NOUN,anim,femn,Name plur,gent	NOUN,inan,masc sing,nomn
видео	0.205479	NOUN,inan,neut,Fixd sing,gent	NOUN,inan,neut,Fixd sing,nomn
линии	0.205882	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
панок	0.205882	NOUN,anim,femn,Name plur,gent	NOUN,inan,masc sing,nomn
хобар	0.205882	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
шивой	0.205882	NOUN,inan,femn sing,ablt	NOUN,inan,masc sing,nomn
верев	0.206897	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
перев	0.206897	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
рушни	0.208333	ADJS plur	NOUN,inan,femn plur,nomn
видок	0.208333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
возла	0.208333	NOUN,inan,neut sing,gent	NOUN,inan,neut plur,nomn
истол	0.208333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
мбита	0.208333	ADJS,Qual femn,sing	NOUN,inan,femn sing,nomn
накол	0.208333	NOUN,anim,femn,Name plur,gent	NOUN,inan,masc sing,nomn
никол	0.208333	NOUN,anim,femn,Name plur,gent	NOUN,inan,masc sing,nomn
присы	0.208333	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
упрот	0.208333	NOUN,inan,femn plur,gent	NOUN,anim,masc sing,nomn
кавал	0.208661	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
ворва	0.210526	NOUN,inan,masc sing,gent	NOUN,inan,femn,Sgtm sing,nomn
вырва	0.210526	NOUN,inan,masc sing,gent	NOUN,inan,femn,Sgtm sing,nomn
кубла	0.210526	VERB,perf,intr femn,sing,past,indc	NOUN,inan,femn sing,nomn
отраз	0.210526	ADVB	NOUN,inan,masc sing,nomn
сорва	0.210526	NOUN,inan,masc sing,gent	NOUN,inan,femn,Sgtm sing,nomn
ктырь	0.210526	VERB,impf,tran sing,impr,excl	NOUN,inan,masc sing,nomn
боксы	0.214285	NOUN,inan,masc plur,accs	NOUN,inan,masc plur,nomn
виллы	0.214285	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
грехи	0.214285	NOUN,inan,masc plur,accs	NOUN,inan,masc plur,nomn
балал	0.214286	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
прода	0.214286	NOUN,inan,masc sing,gent	NOUN,inan,masc plur,nomn
склян	0.214286	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
упраз	0.214286	ADVB	NOUN,inan,masc sing,nomn
фалал	0.214286	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
бессл	0.214286	ADJS masc,sing	NOUN,inan,masc sing,nomn
кресл	0.214286	ADJS masc,sing	NOUN,inan,masc sing,nomn
перех	0.214286	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
подсл	0.214286	ADJS masc,sing	NOUN,inan,masc sing,nomn
пресл	0.214286	ADJS masc,sing	NOUN,inan,masc sing,nomn
снесл	0.214286	ADJS masc,sing	NOUN,inan,masc sing,nomn
тщесл	0.214286	ADJS masc,sing	NOUN,inan,masc sing,nomn
тагал	0.214876	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
выраз	0.216216	ADVB	NOUN,inan,masc sing,nomn
пудел	0.216667	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
ксюхи	0.217391	ADJS plur	NOUN,inan,femn plur,nomn
билас	0.219512	NOUN,inan,femn plur,gent	NOUN,inan,masc sing,nomn
вслас	0.219512	NOUN,inan,femn plur,gent	NOUN,inan,masc sing,nomn
облас	0.219512	NOUN,inan,femn plur,gent	NOUN,inan,masc sing,nomn
брови	0.222222	NOUN,inan,femn plur,accs	NOUN,inan,femn plur,nomn
драмы	0.222222	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
кисти	0.222222	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
слуги	0.222222	NOUN,anim,masc sing,gent	NOUN,anim,masc plur,nomn
стопы	0.222222	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
деска	0.222222	NOUN,inan,masc,Sgtm,Fixd,Abbr sing,gent	NOUN,inan,masc,Sgtm,Fixd,Abbr sing,nomn
арифм	0.222222	NOUN,inan,femn plur,gent	NOUN,inan,masc sing,nomn
бемит	0.222222	VERB,perf,intr sing,3per,futr,indc	NOUN,anim,masc sing,nomn
видат	0.222222	NOUN,inan,femn plur,gent	NOUN,anim,masc sing,nomn
потуп	0.225000	ADJS,Qual masc,sing	NOUN,inan,masc sing,nomn
ориги	0.227941	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
адрес	0.230769	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
книги	0.230769	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
ручки	0.230769	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
топки	0.230769	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
ставр	0.230769	NOUN,inan,neut plur,gent	NOUN,inan,masc sing,nomn
евина	0.230769	NOUN,inan,neut sing,gent	NOUN,inan,neut plur,nomn
негод	0.231974	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
вапор	0.235294	NOUN,inan,femn plur,gent	NOUN,inan,masc sing,nomn
полик	0.235714	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
свини	0.236842	NOUN,inan,GNdr,Pltm plur,nomn	NOUN,inan,GNdr,Pltm plur,nomn
снаст	0.236842	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
изрез	0.240000	NOUN,anim,masc,Name plur,gent	NOUN,inan,masc sing,nomn
опрок	0.240000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
пьесы	0.240000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
бушка	0.240000	NOUN,inan,neut sing,gent	NOUN,inan,femn sing,nomn
енолы	0.240000	NOUN,inan,femn,Sgtm,Geox sing,gent	NOUN,inan,masc plur,nomn
лютер	0.241379	VERB,impf,tran masc,sing,past,indc	NOUN,inan,masc sing,nomn
смель	0.243902	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
трост	0.246154	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
ярост	0.246154	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
вовин	0.246445	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
рукоп	0.249433	NOUN,inan,femn plur,gent	NOUN,inan,masc sing,nomn
абзац	0.250000	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
агаты	0.250000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
азиды	0.250000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
азины	0.250000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
аксон	0.250000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
амиды	0.250000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
амилы	0.250000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
антей	0.250000	NOUN,anim,femn,Name plur,gent	NOUN,inan,masc sing,nomn
архея	0.250000	NOUN,anim,masc,Name sing,gent	NOUN,inan,femn sing,nomn
аршин	0.250000	NOUN,inan,masc plur,gent,Coun	NOUN,inan,masc sing,nomn
астмы	0.250000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
аферы	0.250000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
афиши	0.250000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
африк	0.250000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
бадан	0.250000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
балды	0.250000	NOUN,anim,ms-f sing,gent	NOUN,anim,ms-f plur,nomn
барыш	0.250000	NOUN,inan,masc,Geox sing,nomn	NOUN,inan,masc,Geox sing,nomn
баска	0.250000	NOUN,anim,masc sing,gent	NOUN,inan,femn sing,nomn
баулы	0.250000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
бедра	0.250000	NOUN,inan,neut sing,gent	NOUN,inan,neut plur,nomn
белые	0.250000	NOUN,anim,GNdr,Pltm plur,nomn	NOUN,anim,GNdr,Pltm plur,nomn
берце	0.250000	NOUN,inan,neut sing,loct	NOUN,inan,neut sing,nomn
беспа	0.250000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
битла	0.250000	NOUN,inan,neut sing,gent	NOUN,inan,neut plur,nomn
блины	0.250000	NOUN,inan,masc plur,accs	NOUN,inan,masc plur,nomn
бляди	0.250000	NOUN,anim,femn,Slng sing,gent	NOUN,anim,femn,Slng plur,nomn
бойни	0.250000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
борей	0.250000	NOUN,anim,masc,Name sing,ablt	NOUN,inan,masc sing,nomn
браги	0.250000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
бремя	0.250000	NOUN,inan,neut sing,accs	NOUN,inan,neut sing,nomn
бубен	0.250000	NOUN,inan,femn plur,gent	NOUN,inan,masc sing,nomn
бубли	0.250000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
бурсы	0.250000	NOUN,inan,femn,Sgtm,Geox sing,gent	NOUN,inan,femn plur,nomn
бурят	0.250000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
